"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA3654","uridylate kinase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3807","nucleoside diphosphate kinase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3832","DNA polymerase III, chi subunit","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3989","DNA polymerase III, delta subunit","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4238","DNA-directed RNA polymerase alpha chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4269","DNA-directed RNA polymerase beta* chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4270","DNA-directed RNA polymerase beta chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4646","uracil phosphoribosyltransferase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4740","polyribonucleotide nucleotidyltransferase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4756","carbamoylphosphate synthetase large subunit","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4758","carbamoyl-phosphate synthase small chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5177","probable hydrolase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5321","deoxyuridine 5'-triphosphate nucleotidohydrolase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5331","orotate phosphoribosyltransferase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5337","RNA polymerase omega subunit","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5493","DNA polymerase I","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5497","class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJa","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5541","dihydroorotase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0002","DNA polymerase III, beta chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0482","malate synthase G","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0494","probable acyl-CoA carboxylase subunit","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0710","lactoylglutathione lyase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0835","phosphate acetyltransferase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0836","acetate kinase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0854","fumarate hydratase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0887","acetyl-coenzyme A synthetase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0927","D-lactate dehydrogenase (fermentative)","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0954","probable acylphosphatase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1027","delta1-Piperideine-6-carboxylate dehydrogenase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1135","conserved hypothetical protein","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1217","probable 2-isopropylmalate synthase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1498","pyruvate kinase I","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1587","dihydrolipoamide dehydrogenase Lpd","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1736","probable acyl-CoA thiolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1770","phosphoenolpyruvate synthase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1813","probable hydroxyacylglutathione hydrolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1984","NAD+ dependent aldehyde dehydrogenase ExaC","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2001","acetyl-CoA acetyltransferase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2108","probable decarboxylase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2250","lipoamide dehydrogenase-Val","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2382","L-lactate dehydrogenase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2553","probable acyl-CoA thiolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2555","probable AMP-binding enzyme","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3112","acetyl-CoA carboxylase beta subunit","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3415","probable dihydrolipoamide acetyltransferase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3416","probable pyruvate dehydrogenase E1 component, beta chain","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3417","probable pyruvate dehydrogenase E1 component, alpha subunit","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3452","malate:quinone oxidoreductase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3471","probable malic enzyme","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3524","lactoylglutathione lyase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3589","probable acyl-CoA thiolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3639","acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3687","phosphoenolpyruvate carboxylase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3792","2-isopropylmalate synthase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3925","probable acyl-CoA thiolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4022","hydrazone dehydrogenase, HdhA","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4150","probable dehydrogenase E1 component","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4151","acetoin catabolism protein AcoB","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4152","probable hydrolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4329","pyruvate kinase II","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4333","probable fumarase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4470","fumarate hydratase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4640","malate:quinone oxidoreductase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4733","acetyl-coenzyme A synthetase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4771","L-lactate dehydrogenase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4785","probable acyl-CoA thiolase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4829","dihydrolipoamide dehydrogenase 3","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4847","biotin carboxyl carrier protein (BCCP)","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4848","biotin carboxylase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4872","hypothetical protein","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4899","probable aldehyde dehydrogenase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5015","pyruvate dehydrogenase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5016","dihydrolipoamide acetyltransferase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5046","malic enzyme","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5111","lactoylglutathione lyase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5192","phosphoenolpyruvate carboxykinase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5297","pyruvate dehydrogenase (cytochrome)","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5435","probable transcarboxylase subunit","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5436","probable biotin carboxylase subunit of a transcarboxylase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5445","probable coenzyme A transferase","Pyruvate metabolism","pae00620","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
